bases_after,bases_before,batter,batting_team,canonical_id,display_row_index,event_order,event_type,fielding_team,half,inning,is_plate_appearance,outs_after,outs_before,pitch_text,pitcher,play_text,runner_actions,runners_after,runners_before,runs_scored,season,source_game_id,pitcher_original,pitcher_key,pitcher_attribution_ambiguous,pitcher_attribution_method,source_kind,game_start,official_game_id,series_id,series_game_number,series_source,batter_key,same_game_matchup_number,pitcher_batters_faced_before,mlb_tto_bf9,series_matchup_number,prior_series_game_matchups,re24_run_value,run_value,PA_value,AB_value,H_value,TB_value,BB_value,HBP_value,SF_value,SO_value,HR_value,OBP_num_value,OBP_den_value,wOBA_num_value,wOBA_den_value
2,1,Sierra Sacco,AUSL Talons,ausl-2025-3e0f6d9570698503,34,36,sacrifice_bunt,AUSL Bandits,top,5,True,1,0,"Strike 1 looking, In play.",Taylor McQuillin,"Sierra Sacco sacrifices, third baseman Delanie Wisz to second baseman Erin Coffel, Sierra Sacco out advancing to 1st, Jadelyn Allchin advances to 2nd.","[{""action"": ""out"", ""from_base"": null, ""runner"": ""Sierra Sacco"", ""to_base"": 1}, {""action"": ""advance"", ""from_base"": 1, ""runner"": ""Jadelyn Allchin"", ""to_base"": 2}]","{""2"": ""Jadelyn Allchin""}","{""1"": ""Jadelyn Allchin""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sierrasaccoferrie,1,1,1,1,0,-0.2396653164789001,-0.2880835733340832,1,0,0,0,0,0,0,0,0,0,0,0.0,0
4,2,Victoria Hayward,AUSL Talons,ausl-2025-3e0f6d9570698503,35,37,out,AUSL Bandits,top,5,True,2,1,"Ball 1, Ball 2, Strike 1 looking, Strike 2 looking, Ball 3, In play.",Taylor McQuillin,"Victoria Hayward grounds out, pitcher Taylor McQuillin to first baseman Devyn Netz, Jadelyn Allchin advances to 3rd.","[{""action"": ""advance"", ""from_base"": 2, ""runner"": ""Jadelyn Allchin"", ""to_base"": 3}]","{""3"": ""Jadelyn Allchin""}","{""2"": ""Jadelyn Allchin""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,victoriahayward,1,2,1,1,0,-0.6995487940307634,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
4,4,Sydney Romero,AUSL Talons,ausl-2025-3e0f6d9570698503,36,38,out,AUSL Bandits,top,5,True,3,2,In play.,Taylor McQuillin,Sydney Romero flies out to right fielder Cori McMillian.,[],"{""3"": ""Jadelyn Allchin""}","{""3"": ""Jadelyn Allchin""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sydneyromero,1,3,1,1,0,-0.21112239318909629,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Sydney McKinney,AUSL Bandits,ausl-2025-3e0f6d9570698503,37,39,single,AUSL Talons,bottom,5,True,0,0,"Strike 1 swinging, Strike 2 looking, Ball 1, Foul, Ball 2, Foul, In play.",Montana Fouts,Sydney McKinney singles on a hard ground ball to pitcher Montana Fouts.,[],"{""1"": ""Sydney McKinney""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sydneymckinney,2,17,2,2,0,0.43354266324947666,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
2,1,Morgan Zerkle,AUSL Bandits,ausl-2025-3e0f6d9570698503,38,40,sacrifice_bunt,AUSL Talons,bottom,5,True,1,0,"Montana Fouts in for pitcher Mariah Lopez, Ball 1, In play.",Mariah Lopez,"Morgan Zerkle sacrifices, third baseman Sydney Romero to second baseman Ali Aguliar, Morgan Zerkle out advancing to 1st, Sydney McKinney advances to 2nd.","[{""action"": ""out"", ""from_base"": null, ""runner"": ""Morgan Zerkle"", ""to_base"": 1}, {""action"": ""advance"", ""from_base"": 1, ""runner"": ""Sydney McKinney"", ""to_base"": 2}]","{""2"": ""Sydney McKinney""}","{""1"": ""Sydney McKinney""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,morganzerkle,1,0,1,1,0,-0.2396653164789001,-0.2880835733340832,1,0,0,0,0,0,0,0,0,0,0,0.0,0
2,2,Skylar Wallace,AUSL Bandits,ausl-2025-3e0f6d9570698503,39,41,reached_on_error,AUSL Talons,bottom,5,True,1,1,"Strike 1 looking, Ball 1, In play.",Mariah Lopez,"Skylar Wallace hits a ground ball and reaches on an error by third baseman Sydney Romero, Sydney McKinney scores, Skylar Wallace advances to 2nd on the same error.","[{""action"": ""score"", ""from_base"": 2, ""runner"": ""Sydney McKinney"", ""to_base"": 4}, {""action"": ""advance"", ""from_base"": null, ""runner"": ""Skylar Wallace"", ""to_base"": 2}]","{""2"": ""Skylar Wallace""}","{""2"": ""Sydney McKinney""}",1,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,skylarwallace,1,1,1,1,0,1.0,0.45630727720233455,1,1,0,0,0,0,0,0,0,0,1,0.0,1
4,2,Bubba Nickles-Camarena,AUSL Bandits,ausl-2025-3e0f6d9570698503,40,42,out,AUSL Talons,bottom,5,True,2,1,"Strike 1 looking, In play.",Mariah Lopez,"Bubba Nickles-Camarena flies out to right fielder Caroline Jacobsen, Skylar Wallace advances to 3rd after tagging up.","[{""action"": ""advance"", ""from_base"": 2, ""runner"": ""Skylar Wallace"", ""to_base"": 3}]","{""3"": ""Skylar Wallace""}","{""2"": ""Skylar Wallace""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,bubbanicklescamarena,1,2,1,1,0,-0.6995487940307634,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
4,4,Erin Coffel,AUSL Bandits,ausl-2025-3e0f6d9570698503,41,43,out,AUSL Talons,bottom,5,True,3,2,"Ball 1, Strike 1 looking, Ball 2, In play.",Mariah Lopez,Erin Coffel lines out to right fielder Caroline Jacobsen.,[],"{""3"": ""Skylar Wallace""}","{""3"": ""Skylar Wallace""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,erincoffel,1,3,1,1,0,-0.21112239318909629,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Sharlize Palacios,AUSL Talons,ausl-2025-3e0f6d9570698503,42,44,single,AUSL Bandits,top,6,True,0,0,"Strike 1 looking, Ball 1, Ball 2, Foul, Foul, Ball 3, Foul, Foul, Foul, In play.",Taylor McQuillin,Sharlize Palacios singles on a line drive to right fielder Cori McMillian.,[],"{""1"": ""Sharlize Palacios""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sharlizepalacios,1,4,1,1,0,0.43354266324947666,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Ali Aguliar,AUSL Talons,ausl-2025-3e0f6d9570698503,43,45,out,AUSL Bandits,top,6,True,1,0,"Ball 1, Ball 2, Strike 1 looking, Ball 3, In play.",Taylor McQuillin,"Ali Aguliar flies out in foul territory to left fielder Bubba Nickles-Camarena, Sharlize Palacios remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Sharlize Palacios"", ""to_base"": 1}]","{""1"": ""Sharlize Palacios""}","{""1"": ""Sharlize Palacios""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,aliaguilar,1,5,1,1,0,-0.4481876134211781,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,1,Hannah Flippen,AUSL Talons,ausl-2025-3e0f6d9570698503,44,46,out,AUSL Bandits,top,6,True,2,1,"Strike 1 looking, In play.",Taylor McQuillin,"Hannah Flippen pops out in foul territory to first baseman Devyn Netz, Sharlize Palacios remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Sharlize Palacios"", ""to_base"": 1}]","{""1"": ""Sharlize Palacios""}","{""1"": ""Sharlize Palacios""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,hannahflippen,1,6,1,1,0,-0.3870022666563819,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,1,Caroline Jacobsen,AUSL Talons,ausl-2025-3e0f6d9570698503,45,47,out,AUSL Bandits,top,6,True,3,2,"Foul, Ball 1, In play.",Taylor McQuillin,Caroline Jacobsen lines out to right fielder Cori McMillian.,[],"{""1"": ""Sharlize Palacios""}","{""1"": ""Sharlize Palacios""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,carolinejacobsen,1,7,1,1,0,-0.3151466236211999,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Devyn Netz,AUSL Bandits,ausl-2025-3e0f6d9570698503,46,48,out,AUSL Talons,bottom,6,True,1,0,"Strike 1 looking, Foul, Ball 1, In play.",Mariah Lopez,Devyn Netz pops out to second baseman Ali Aguliar.,[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,devynnetz,1,4,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Cori McMillian,AUSL Bandits,ausl-2025-3e0f6d9570698503,47,49,single,AUSL Talons,bottom,6,True,1,1,In play.,Mariah Lopez,Cori McMillian singles on a ground ball to third baseman Sydney Romero.,[],"{""1"": ""Cori McMillian""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,corimcmillan,1,5,1,1,0,0.3299208501841378,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Delanie Wisz,AUSL Bandits,ausl-2025-3e0f6d9570698503,48,50,strikeout,AUSL Talons,bottom,6,True,2,1,"Foul, Strike 2 looking, Strike 3 swinging.",Mariah Lopez,"Delanie Wisz strikes out swinging, Mariah Lopez pitching, Cori McMillian remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Cori McMillian"", ""to_base"": 1}]","{""1"": ""Cori McMillian""}","{""1"": ""Cori McMillian""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Mariah Lopez,mariahlopez,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,delaniewisz,1,6,1,1,0,-0.3870022666563819,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
3,1,Jordan Roberts,AUSL Bandits,ausl-2025-3e0f6d9570698503,49,52,walk,AUSL Talons,bottom,6,True,2,2,"Strike 1 looking, Ball 1, Cori McMillian steals 2nd, Strike 2 swinging, Foul, Ball 2, Ball 3, Ball 4.",Mariah Lopez,"Jordan Roberts walks, Mariah Lopez pitching, Cori McMillian remains at 2nd.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Cori McMillian"", ""to_base"": 2}]","{""1"": ""Jordan Roberts"", ""2"": ""Cori McMillian""}","{""1"": ""Cori McMillian""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Mariah Lopez,mariahlopez,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,jordanroberts,1,7,1,1,0,0.1523149051303923,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
3,3,Sydney McKinney,AUSL Bandits,ausl-2025-3e0f6d9570698503,50,53,fielders_choice,AUSL Talons,bottom,6,True,3,2,"Foul, Foul, Ball 1, Ball 2, In play.",Mariah Lopez,"Sydney McKinney grounds into fielder's choice to third baseman Sydney Romero, Cori McMillian out advancing to 3rd, Jordan Roberts advances to 2nd.","[{""action"": ""out"", ""from_base"": 2, ""runner"": ""Cori McMillian"", ""to_base"": 3}, {""action"": ""advance"", ""from_base"": 1, ""runner"": ""Jordan Roberts"", ""to_base"": 2}]","{""1"": ""Sydney McKinney"", ""2"": ""Jordan Roberts""}","{""1"": ""Jordan Roberts"", ""2"": ""Cori McMillian""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Mariah Lopez,mariahlopez,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sydneymckinney,1,8,1,1,0,-0.4674615287515922,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Bri Ellis,AUSL Talons,ausl-2025-3e0f6d9570698503,51,54,walk,AUSL Bandits,top,7,True,0,0,"Strike 1 looking, Ball 1, Strike 2 looking, Foul, Foul, Ball 2, Ball 3, Ball 4.",Taylor McQuillin,"Bri Ellis walks, Taylor McQuillin pitching.",[],"{""1"": ""Bri Ellis""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,briellis,1,8,1,1,0,0.43354266324947666,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
1,1,Jadelyn Allchin,AUSL Talons,ausl-2025-3e0f6d9570698503,52,55,out,AUSL Bandits,top,7,True,1,0,"Foul, In play.",Taylor McQuillin,"Jadelyn Allchin pops out to first baseman Devyn Netz, Bri Ellis remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Bri Ellis"", ""to_base"": 1}]","{""1"": ""Bri Ellis""}","{""1"": ""Bri Ellis""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,jadelynallchin,2,9,2,2,0,-0.4481876134211781,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,1,Sierra Sacco,AUSL Talons,ausl-2025-3e0f6d9570698503,53,56,strikeout,AUSL Bandits,top,7,True,2,1,"Foul, Foul, Ball 1, Ball 2, Ball 3, Strike 3 looking.",Taylor McQuillin,"Sierra Sacco strikes out looking, Taylor McQuillin pitching, Bri Ellis remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Bri Ellis"", ""to_base"": 1}]","{""1"": ""Bri Ellis""}","{""1"": ""Bri Ellis""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sierrasaccoferrie,2,10,2,2,0,-0.3870022666563819,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,1,Victoria Hayward,AUSL Talons,ausl-2025-3e0f6d9570698503,54,57,out,AUSL Bandits,top,7,True,3,2,"Ball 1, In play.",Taylor McQuillin,Victoria Hayward pops out to third baseman Delanie Wisz.,[],"{""1"": ""Bri Ellis""}","{""1"": ""Bri Ellis""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,victoriahayward,2,11,2,2,0,-0.3151466236211999,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Amanda Lorenz,AUSL Volts,ausl-2025-97624070dd6bf1fe,0,1,out,AUSL Blaze,top,1,True,1,0,"Strike 1 looking, Ball 1, Ball 2, Strike 2 looking, In play.",Aleshia Ocasio,Amanda Lorenz pops out in foul territory to left fielder Korbe Otis.,[],{},{},0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,amandalorenz,1,0,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Ali Newland,AUSL Volts,ausl-2025-97624070dd6bf1fe,1,2,reached_on_error,AUSL Blaze,top,1,True,1,1,"Ball 1, Strike 1 looking, Strike 2 looking, Ball 2, In play.",Aleshia Ocasio,Ali Newland hits a ground ball and reaches on an error by shortstop Anissa Urtez.,[],"{""1"": ""Ali Newland""}",{},0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,alinewland,1,1,1,1,0,0.3299208501841378,0.45630727720233455,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,1,Jessi Warren,AUSL Volts,ausl-2025-97624070dd6bf1fe,2,3,out,AUSL Blaze,top,1,True,2,1,"Ball 1, Foul, In play.",Aleshia Ocasio,"Jessi Warren flies out to center fielder Aliyah Andrews, Ali Newland remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Ali Newland"", ""to_base"": 1}]","{""1"": ""Ali Newland""}","{""1"": ""Ali Newland""}",0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Aleshia Ocasio,aleshiaocasio,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,jessiwarren,1,2,1,1,0,-0.3870022666563819,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Aubrey Leach,AUSL Blaze,ausl-2025-97624070dd6bf1fe,4,5,out,AUSL Volts,bottom,1,True,1,0,"Ball 1, Strike 1 looking, Foul, Ball 2, Ball 3, Foul, Foul, In play.",Rachel Garcia,"Aubrey Leach grounds out, third baseman Jessi Warren to first baseman Miranda Stoddard.",[],{},{},0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Rachel Garcia,rachelgarcia,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,aubreyleach,1,0,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Aliyah Andrews,AUSL Blaze,ausl-2025-97624070dd6bf1fe,5,6,strikeout,AUSL Volts,bottom,1,True,2,1,"Strike 1 looking, Foul, Foul, Foul, Foul, Strike 3 swinging.",Rachel Garcia,"Aliyah Andrews strikes out swinging, Rachel Garcia pitching.",[],{},{},0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Rachel Garcia,rachelgarcia,False,explicit_play_text,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,aliyahandrews,1,1,1,1,0,-0.2189932866376146,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,0,Baylee Klingler,AUSL Blaze,ausl-2025-97624070dd6bf1fe,6,7,single,AUSL Volts,bottom,1,True,2,2,"Strike 1 looking, Ball 1, In play.",Rachel Garcia,Baylee Klingler singles on a hard ground ball to shortstop Sis Bates.,[],"{""1"": ""Baylee Klingler""}",{},0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Rachel Garcia,rachelgarcia,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,bayleeklingler,1,2,1,1,0,0.16191187016537054,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
2,1,Danielle Gibson Whorton,AUSL Blaze,ausl-2025-97624070dd6bf1fe,7,8,double,AUSL Volts,bottom,1,True,2,2,"Strike 1 looking, In play.",Rachel Garcia,"Danielle Gibson Whorton doubles on a fly ball to center fielder McKenzie Clark, Baylee Klingler scores.","[{""action"": ""score"", ""from_base"": 1, ""runner"": ""Baylee Klingler"", ""to_base"": 4}]","{""2"": ""Danielle Gibson Whorton""}","{""1"": ""Baylee Klingler""}",1,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Rachel Garcia,rachelgarcia,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,daniellegibsonwhorton,1,3,1,1,0,0.9383011077189412,0.7679960004877382,1,1,1,2,0,0,0,0,0,1,1,1.1938866412598885,1
2,2,Korbe Otis,AUSL Blaze,ausl-2025-97624070dd6bf1fe,8,9,out,AUSL Volts,bottom,1,True,3,2,In play.,Rachel Garcia,"Korbe Otis grounds out, shortstop Sis Bates to first baseman Miranda Stoddard.",[],"{""2"": ""Danielle Gibson Whorton""}","{""2"": ""Danielle Gibson Whorton""}",0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Rachel Garcia,rachelgarcia,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,korbeotis,1,4,1,1,0,-0.25344773134014104,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Rachel Garcia,AUSL Volts,ausl-2025-97624070dd6bf1fe,9,10,walk,AUSL Blaze,top,2,True,0,0,"Ball 1, Ball 2, Ball 3, Strike 1 looking, Foul, Ball 4.",Aleshia Ocasio,"Rachel Garcia walks, Aleshia Ocasio pitching.",[],"{""1"": ""Rachel Garcia""}",{},0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Aleshia Ocasio,aleshiaocasio,False,explicit_play_text,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,rachelgarcia,1,3,1,1,0,0.43354266324947666,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
1,1,Michaela Edenfield,AUSL Volts,ausl-2025-97624070dd6bf1fe,10,11,strikeout,AUSL Blaze,top,2,True,1,0,"Strike 1 swinging, Strike 2 looking, Ball 1, Ball 2, Ball 3, Strike 3 looking.",Aleshia Ocasio,"Michaela Edenfield strikes out looking, Aleshia Ocasio pitching, Rachel Garcia remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Rachel Garcia"", ""to_base"": 1}]","{""1"": ""Rachel Garcia""}","{""1"": ""Rachel Garcia""}",0,2025,2a508a29-e24f-402c-8ade-1230b9d83da0,Aleshia Ocasio,aleshiaocasio,False,explicit_play_text,gamechanger_normalized,2025-06-07T19:00:00.000Z,749,2025-rs-blaze-volts-wilkins-stadium-2025-06-07,1,official_teams_venue_date_cluster,michaelaedenfield,1,4,1,1,0,-0.4481876134211781,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
